Course Code,Section,Credits,Title,Professor,Days,Start Time,End Time,Begin Date,End Date,Location,Building,Room,Comment,SOPHIA,Via Viking,Signature,Foundational Area or Knowledge Area,Comp 1,Comp 2
ECON 1100,B,3,Principles of Microeconomics,Reynold Frank Nesiba,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,MC,264,,SS,Selective,,Human Beh & Soc Systems,Analytical Reasoning,Civic Knowledge
ECON 1100,C,3,Principles of Microeconomics,David John Sorenson,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,MC,264,,SS,Selective,,Human Beh & Soc Systems,Analytical Reasoning,Civic Knowledge
ECON 1100,D,3,Principles of Microeconomics,David John Sorenson,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,MC,264,,SS,Selective,,Human Beh & Soc Systems,Analytical Reasoning,Civic Knowledge
ECON 1200,A,3,Principles of Macroeconomics,Georgy Loginov,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,MC,153,,,,,,,
ECON 2700,A,4,Statistics,Georgy Loginov,MWF,8:40 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,MC,2,,MT,Selective,,Reasoning Mathematically,Quantitative Literacy,
ECON 2700,B,4,Statistics,Georgy Loginov,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,MC,153,,MT,Selective,,Reasoning Mathematically,Quantitative Literacy,
ECON 3200,A,3,Intermediate Macroeconomics,Reynold Frank Nesiba,TR,10:50 AM,12:05 PM,08/26/2026,12/11/2026,MAIN,MC,153,,,,,,,
ECON 3730,A,3,Econometrics,David John Sorenson,TR,9:25 AM,10:40 AM,08/26/2026,12/11/2026,MAIN,MC,153,,C,,,,,
EDUC 1100,A,3,Foundation of American Education,Aaron Lee Dang,TR,8:00 AM,9:15 AM,08/26/2026,12/11/2026,MAIN,FSC,113A,,SS,Selective,,Human Beh & Soc Systems,Civic Knowledge,Information Literacy
EDUC 1100,B,3,Foundation of American Education,Aaron Lee Dang,TR,9:25 AM,10:40 AM,08/26/2026,12/11/2026,MAIN,FSC,113A,,SS,Selective,,Human Beh & Soc Systems,Civic Knowledge,Information Literacy
EDUC 2110,A,3,Technology in Education,Li Sun,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,MC,164,,,Selective,,Integrating Ideas,Digital Literacy,Ethical Reasoning
EDUC 2120,A,3,Educational Psychology,Brad Michael Uhing,MWF,8:00 AM,8:50 AM,08/26/2026,12/11/2026,MAIN,MC,164,,,,,,,
EDUC 2120,B,3,Educational Psychology,Brad Michael Uhing,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,MC,164,,,,,,,
EDUC 2130,A,3,Teach Learn Connect Method,Nicolas Charles Jackson,TR,9:25 AM,10:40 AM,08/26/2026,12/11/2026,MAIN,MC,164,,,,,,,
EDUC 2130,B,3,Teach Learn Connect Method,Nicolas Charles Jackson,TR,10:50 AM,12:05 PM,08/26/2026,12/11/2026,MAIN,MC,164,,,,,,,
EDUC 2160,A,2,Children's Literature,Augustana Staff,R,6:30 PM,8:30 PM,08/26/2026,12/11/2026,MAIN,MC,164,,,,,,,
EDUC 2950,A,3,Internship,Mali Teller,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,OFF,,,,,,,
EDUC 3110,A,3,Human Relations in Education,Nicolas Charles Jackson,TR,1:40 PM,2:55 PM,08/26/2026,12/11/2026,MAIN,MC,164,,,,,,,
EDUC 3220,A,3,Educational Assessment,Brad Michael Uhing,TR,8:00 AM,9:15 AM,08/26/2026,12/11/2026,MAIN,MC,257,,,,,,,
EDUC 3246,A,3,Methods Teach Assess Writing,Aaron Lee Dang,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,MC,164,,W,Signature,Upper-Level Writing,,,
EDUC 3248,A,3,Methods Teach and Assess Reading,Aaron Lee Dang,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,MC,164,,,,,,,
EDUC 4110,A,1,Classroom Management,Raybecca Fiala,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,OFF,,E,,,,,
EDUC 4410,A,3,Literacy in the Content Area,Gina Millicent Benz,M,6:00 PM,9:00 PM,08/26/2026,12/11/2026,MAIN,MC,164,,,,,,,
EDUC 4941,A,12,Student Teach: Kindergarten,Raybecca Fiala,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,OFF,,,Signature,Experiential Course,,,
EDUC 4942,A,16,Student Teach: Elementary,Raybecca Fiala,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,OFF,,C,Signature,Experiential Course,,,
EDUC 4943,A,12,Student Teach: Middle School,Raybecca Fiala,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,OFF,,,Signature,Experiential Course,,,
EDUC 4944,A,16,Student Teach: Secondary,Raybecca Fiala,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,OFF,,C,Signature,Experiential Course,,,
EDUC 4945,A,16,Student Teach: All Grades,Raybecca Fiala,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,OFF,,C,Signature,Experiential Course,,,
EDUC 6000,A,0,Admitted to Education Program,,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,,,,,,
EDUC 6010,A,3,Intro to Graduate Research,Brad Michael Uhing,,12:00 AM,12:00 AM,08/26/2026,10/14/2026,MAIN,OFF,ONLN,,,,,,,
EDUC 6600,A,3,History/Philosophy of Education,Anita Ann Manning,,12:00 AM,12:00 AM,10/22/2026,12/11/2026,MAIN,OFF,ONLN,,,,,,,
EDUC 6610,A,3,Foundations & Princ of Curriculm,Sharon Elizabeth Andrews,,12:00 AM,12:00 AM,10/22/2026,12/11/2026,MAIN,OFF,ONLN,,,,,,,
EDUC 6620,A,3,Issues in Education,Raybecca Fiala,,12:00 AM,12:00 AM,08/26/2026,10/14/2026,MAIN,OFF,ONLN,,,,,,,
EDUC 6900,A,3,Research Synthesis Project,Michael Wayne Amolins,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,ONLN,,,,,,,
EDUC 6900,B,3,Research Synthesis Project,Li Sun,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,ONLN,,,,,,,
ENGL 1060,A,3,Composition I,Emily Roehl,TR,1:40 PM,2:55 PM,08/26/2026,12/11/2026,MAIN,HUM,102,,W,,,,,
ENGL 1061,A,3,English Comp&Conv: Intl Students,Daniel Gerling,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,HUM,102,,W,Selective,,Connecting Across Cultures,Critical Reading,Cross-Cultural Literacy
ENGL 1100,C,3,Literary Experience,Augustana Staff,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,HUM,102,,"LT, W",Selective,,Reading the Human Record,Critical Reading,Written Communication
ENGL 1100,D,3,Detectives in Fact and Fiction,Cheryl Jackson-Nelson,TR,9:25 AM,10:40 AM,08/26/2026,12/11/2026,MAIN,HUM,103,,"LT, W",Selective,,Reading the Human Record,Critical Reading,Written Communication
ENGL 1151,A,3,Digital Landscapes,Emily Roehl,TR,10:40 AM,12:05 PM,08/26/2026,12/11/2026,MAIN,HUM,102,,LT,Selective,,Reading the Human Record,Digital Literacy,Written Communication
ENGL 2120,A,3,Intro to British Lit History,Patrick Hicks,TR,12:15 PM,1:30 PM,08/26/2026,12/11/2026,MAIN,HUM,202,,LT,Selective,,Reading the Human Record,Analytical Reasoning,Critical Reading
ENGL 2132,A,3,Global Literature II,Debbie Ann Hanson,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,HUM,202,,PW,Selective,,Reading the Human Record,Critical Reading,Cross-Cultural Literacy
ENGL 3111,A,3,Seminar in Earlier American Lit,Debbie Ann Hanson,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,HUM,106,,,,,,,
ENGL 3140,A,3,Seminar in Global Literature,Beth Marie Boyens,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,HUM,106,,PW,,,,,
ENGL 3260,A,3,Creative Writing: Nonfiction,Patrick Hicks,TR,8:00 AM,9:15 AM,08/26/2026,12/11/2026,MAIN,HUM,102,,W,Signature,Upper-Level Writing,,,
ENGL 3263,A,3,Creative Writing: Drama,Debbie Ann Hanson,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,HUM,106,,W,Signature,Upper-Level Writing,,,
ENGL 3360,A,3,English Grammar,Cheryl Jackson-Nelson,TR,10:50 AM,12:05 PM,08/26/2026,12/11/2026,MAIN,HUM,106,,,,,,,
ENGR 1000,A,3,Introduction to Engineering,Derek Vasquez,TR,1:40 PM,2:55 PM,08/26/2026,12/11/2026,MAIN,FSC,214,,,,,,,
EXSC 1200,A,3,Intro to Exercise & Sport Scienc,Matthew William Heesch,MWF,8:00 AM,8:50 AM,08/26/2026,12/11/2026,MAIN,FSC,376,,,,,,,
EXSC 1200,B,3,Intro to Exercise & Sport Scienc,Jeffrey Messer,TR,8:00 AM,9:15 AM,08/26/2026,12/11/2026,MAIN,FSC,376,,,,,,,
EXSC 2200,A,2,Motor Development,Sarah Nicole Jenness,MW,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,MIDCO,178,,,,,,,
EXSC 2210,A,4,Physiology of Exercise,Matthew William Heesch,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,113A,,,,,,,
EXSC 2210,A,4,Physiology of Exercise,Matthew William Heesch,T,12:15 PM,2:05 PM,08/26/2026,12/11/2026,MAIN,FSC,273,,,,,,,
EXSC 2210,B,4,Physiology of Exercise,Matthew William Heesch,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,113A,,,,,,,
EXSC 2210,B,4,Physiology of Exercise,Matthew William Heesch,R,12:15 PM,2:05 PM,08/26/2026,12/11/2026,MAIN,FSC,273,,,,,,,
EXSC 2220,A,3,Structural Kinesiology Lecture & La,Augustana Staff,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,FSC,376,,,,,,,
EXSC 3210,A,3,Biomechanics Lecture & Lab,Shelby L Assmus,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,116,,,,,,,
EXSC 3500,A,3,Curr Topic Exercse/Sport Science,Jeffrey Messer,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,FSC,116,,W,Signature,Upper-Level Writing,,,
EXSC 3600,A,3,Fitness Measure & Exerc Prescrip,Andrea Kay Powell,TR,8:00 AM,9:15 AM,08/26/2026,12/11/2026,MAIN,FSC,273,,,,,,,
EXSC 3600,B,3,Fitness Measure & Exerc Prescrip,Andrea Kay Powell,TR,9:25 AM,10:40 AM,08/26/2026,12/11/2026,MAIN,FSC,273,,,,,,,
EXSC 3950,A,2,Internship,Shelby L Assmus,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,,Signature,Experiential Course,,,
EXSC 4000,A,3,Exercise Leadership,Shelby L Assmus,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,FSC,214,,,Signature,Experiential Course,,,
EXSC 4920,A,3,Directed Research,Matthew William Heesch,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,Independent Study/Scholarship,,Signature,Experiential Course,,,
EXSC 4950,A,2,Internship,Shelby L Assmus,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,OFF,Internship,,Signature,Experiential Course,,,
FINC 3330,A,3,Principles of Finance,Cathy Marsh,TR,10:50 AM,12:05 PM,08/26/2026,12/11/2026,MAIN,MC,255,,,,,,,
FINC 3330,B,3,Principles of Finance,Cathy Marsh,TR,12:15 PM,1:30 PM,08/26/2026,12/11/2026,MAIN,FSC,116,,,,,,,
FINC 4330,A,3,Advanced Finance,Andi Li,TR,1:40 PM,2:55 PM,08/26/2026,12/11/2026,MAIN,MC,102,,,,,,,
FINC 4360,A,3,Investment Fundamentals,Andi Li,MWF,8:00 AM,8:50 AM,08/26/2026,12/11/2026,MAIN,MC,153,,,,,,,
FINC 4380,A,3,International Finance,Andi Li,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,373,,,,,,,
FINC 5330,A,3,Advanced Finance,Andi Li,TR,1:40 PM,2:55 PM,08/26/2026,12/11/2026,MAIN,MC,161,,,,,,,
FINC 6330,A,3,Financial Management,Matthew Willard,W,6:30 PM,9:30 PM,10/15/2026,12/11/2026,MAIN,FSC,376,,,,,,,
FINT 1000,A,3,Principles of Fintech,Raymond James Leach,TR,10:50 AM,12:05 PM,08/26/2026,12/11/2026,MAIN,FSC,116,,,,,,,
FINT 3000,A,3,Financial Institutions,Raymond James Leach,TR,9:25 AM,10:40 AM,08/26/2026,12/11/2026,MAIN,FSC,114,,,,,,,
FINT 4950,A,3,Fintech Internship,Raymond James Leach,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,W,Signature,"Experiential Course, Upper-Level Writing",,,
FREN 1101,A,3,Intro to French I,Augustana Staff,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,HUM,320,,L1,,,,,
FREN 2103,A,4,Intermediate French I,Augustana Staff,MTWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,HUM,320,,,,,,,
FREN 2130,A,4,French Convers & Composition II,Augustana Staff,MTWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,HUM,320,,W,Signature,Upper-Level Writing,,,
FYSM 1100,A,4,On The Road,Jeffrey S Miller,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,HUM,319,,FS,Foundational,,First Year Seminar,,
FYSM 1100,B,4,Get Lost:The Art of Wandering,Beth Marie Boyens,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,HUM ,102,,FS,Foundational,,First Year Seminar,,
FYSM 1100,C,4,History of the Catholic Church,Cornelius Conover,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,HUM,226,,FS,Foundational,,First Year Seminar,,
FYSM 1100,D,4,Ubuntu:I Am Because We Are,Nicolas Charles Jackson,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,HUM,227,,FS,Foundational,,First Year Seminar,,
FYSM 1100,E,4,The Theatre and the Moral Dilemma o,Daniel J. Workman,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,HUM,145,,FS,Foundational,,First Year Seminar,,
FYSM 1100,F,4,"Fur, Fin and Feathers",Will M Wright,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,HUM,202,,FS,Foundational,,First Year Seminar,,
FYSM 1100,G,4,War & Memory,Patrick Hicks,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,,,,FS,Foundational,,First Year Seminar,,
FYSM 1100,H,4,Relentless Forward Progress,Emily Orchard Wanless,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,CWS,108,,FS,Foundational,,First Year Seminar,,
FYSM 1100,I,4,"WTF, English?",Daniel Gerling,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,HUM,201,,FS,Foundational,,First Year Seminar,,
FYSM 1100,J,4,First Year Seminar I,Daniel E. Sailer,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,HUM ,103,,FS,Foundational,,First Year Seminar,,
FYSM 1100,K,4,Personal Brand Development in the W,Christopher Brian Knutson,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,HUM,331,,FS,Foundational,,First Year Seminar,,
FYSM 1100,L,4,What Does It Mean to Be Human?,Stephen Minister,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,MC,161,,FS,Foundational,,First Year Seminar,,
FYSM 1100,M,4,Is your DNA your Destiny?,Lisa Mary Baye,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,,,,FS,Foundational,,First Year Seminar,,
FYSM 1100,N,4,Stories to Fend Off Death,Pilar Cabrera Fonte,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,,,,FS,Foundational,,First Year Seminar,,
FYSM 1100,O,4,Anthropology of BBQ,Trent Michael Trombley,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,HUM,106,,FS,Foundational,,First Year Seminar,,
FYSM 1100,P,4,"Outwit, Outplay, Outlast:Surviving",Kathleen E McCollough,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,,,,FS,Foundational,,First Year Seminar,,
FYSM 1100,Q,4,Rhyme & Reason:Social impact Throug,Willette Anita Capers,TR,11:00 AM,12:50 PM,08/26/2026,12/11/2026,MAIN,HUM,301,,FS,Foundational,,First Year Seminar,,
FYSM 1100,R,4,Reader Beware! Horror in America,Jeffrey Scott Larsen,TR,8:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,MC,120,,FS,Foundational,,First Year Seminar,,
FYSM 1100,S,4,Civil Disobedience,Emily Catherine Schoenbeck,TR,11:00 AM,12:50 PM,08/26/2026,12/11/2026,MAIN,MC,161,,FS,Foundational,,First Year Seminar,,
FYSM 1100,T,4,Civil Disobedience,Emily Catherine Schoenbeck,TR,1:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,HUM,319,,FS,Foundational,,First Year Seminar,,
FYSM 1100,U,4,In the Eye of a Hurricane:Disasters,Augustana Staff,TR,11:00 AM,12:50 PM,08/26/2026,12/11/2026,MAIN,HUM,319,,FS,Foundational,,First Year Seminar,,
FYSM 1100,V,4,In the Eye of a Hurricane:Disasters,Augustana Staff,TR,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,HUM,320,,FS,Foundational,,First Year Seminar,,
FYSM 1100,W,4,Love and Science: The Curie Family,Amy Bylsma Engebretson,TR,1:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,HUM,331,,FS,Foundational,,First Year Seminar,,
FYSM 1100,X,4,Unfiltered? Personal Writing and Pu,Jennifer M. White,TR,1:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,HUM ,301,,FS,Foundational,,First Year Seminar,,
FYSM 1100,Y,4,Unsinkable: The Titanic Embarks on,Margaret Preston,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,HUM,123,,FS,Foundational,,First Year Seminar,,
GENC 6000,A,1,Seminar in Medical Genetics,Taylor Jane Berninger,W,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,OFF,,,,,,,,
GENC 6101,A,3,Genetics in Medicine I,Taylor Jane Berninger,T,10:00 AM,11:20 AM,08/26/2026,12/11/2026,MAIN,FSC,363,,,,,,,
GENC 6101,A,3,Genetics in Medicine I,Taylor Jane Berninger,R,11:00 AM,12:20 PM,08/26/2026,12/11/2026,MAIN,FSC,363,,,,,,,
GENC 6110,A,3,Genetic Diagnosis & Lab Methods,Augustana Staff,T,2:30 PM,3:50 PM,08/26/2026,12/11/2026,MAIN,FSC,363,,,,,,,
GENC 6110,A,3,Genetic Diagnosis & Lab Methods,Augustana Staff,W,2:00 PM,3:20 PM,08/26/2026,12/11/2026,MAIN,OFF,,,,,,,,
GENC 6120,A,2,Metabolic Genetics & NBS,Augustana Staff,R,1:30 PM,3:20 PM,08/26/2026,12/11/2026,MAIN,FSC,363,,,,,,,
GENC 6210,A,2,Communication/Interviewing Skill,Rebecca Loman,T,12:30 PM,2:20 PM,08/26/2026,12/11/2026,MAIN,FSC,363,,,,,,,
GENC 6301,A,2,Genetic Counseling I,Kaitlyn Drew Burns,R,9:00 AM,10:50 AM,08/26/2026,12/11/2026,MAIN,FSC,363,,,,,,,
GENC 6303,A,2,Genetic Counseling III,Heidi Albers,T,11:00 AM,12:50 PM,08/26/2026,12/11/2026,MAIN,OFF,,,,,,,,
GENC 6401,A,1,Genetic Counseling Research I,Megan Elizabeth Bell,T,8:45 AM,9:35 AM,08/26/2026,12/11/2026,MAIN,FSC,363,,,,,,,
GENC 6404,A,3,Genetic Counseling Research IV,Megan Elizabeth Bell,T,10:00 AM,10:50 AM,08/26/2026,12/11/2026,MAIN,OFF,,,,,,,,
GENC 6701,A,1,Genetics in the Community I,Paige Elizabeth Thompson,T,3:00 PM,3:50 PM,08/26/2026,12/11/2026,MAIN,OFF,,,,,,,,
GENC 6701,B,1,Genetics in the Community I,Augustana Staff,T,3:00 PM,3:50 PM,08/26/2026,12/11/2026,MAIN,OFF,,,,,,,,
GENC 6710,A,2,Ethics in Genetics and Biomed,Taylor Jane Berninger,T,1:30 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,OFF,,,,,,,,
GENC 6941,A,2,Practicum in GC I,Dylan Michael Platt,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,,,,,,
GENC 6944,A,4,Practicum in GC IV,Rebecca Loman,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,,,,,,
GENC 6944,B,4,Practicum in GC IV,Taylor Jane Berninger,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,,,,,,
GENC 6944,C,4,Practicum in GC IV,Heidi Albers,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,,,,,,
GOVT 1010,A,3,Political Ideologies,Laura Dean,TR,12:15 PM,1:30 PM,08/26/2026,12/11/2026,MAIN,MC,153,,,,,,,
GENL 1000,A,2,Career Exploration & Engagement,Mary Toso; Sanna Strenge,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,HUM,226,,,,,,,
GENL 1100,A,1,Becoming a Master Student,Tim Homan,TR,9:25 AM,10:15 AM,08/26/2026,12/11/2026,MAIN,HUM ,320,,,,,,,
GOVT 1010,B,3,Political Ideologies,Laura Dean,TR,1:40 PM,2:55 PM,08/26/2026,12/11/2026,MAIN,MC,153,,,,,,,
GOVT 1100,A,3,American Government,Emily Orchard Wanless,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,MC,153,,US,Selective,,Human Beh & Soc Systems,Civic Knowledge,Informed Engagement
GOVT 1200,A,3,Intro to Comparative Politics,Jennapher Jeanne Lunde Seefeldt,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,MC,257,,PW,Selective,,Connecting Across Culture,Cross-Cultural Literacy,Informed Engagement
GOVT 1200,B,3,Intro to Comparative Politics,Jennapher Jeanne Lunde Seefeldt,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,MC,257,,PW,Selective,,Connecting Across Culture,Cross-Cultural Literacy,Informed Engagement
GOVT 1400,A,3,Introduction to Legal Studies,David Golemboski,TR,10:50 AM,12:05 PM,08/26/2026,12/11/2026,MAIN,MC,101,,,Selective,,Human Beh & Soc Systems,Analytical Reasoning,Civic Knowledge
GOVT 2100,A,3,"Elections,Public Opinion & Media",Emily Orchard Wanless,MWF,8:00 AM,8:50 AM,08/26/2026,12/11/2026,MAIN,MC,253,,,,,,,
GOVT 3300,A,3,International Law,Laura Dean,TR,9:25 AM,10:40 AM,08/26/2026,12/11/2026,MAIN,MC,257,,,,,,,
GOVT 3600,A,3,Environmental Politics,Jennapher Jeanne Lunde Seefeldt,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,MC,264,,,,,,,
GOVT 4400,A,3,Con Law: Government Powers,David Golemboski,TR,12:15 PM,1:30 PM,08/26/2026,12/11/2026,MAIN,MC,264,,,,,,,
GOVT 4910,A,2,Research Seminar,Augustana Staff,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,W,Signature,Upper-Level Writing,,,
GOVT 4911,A,2,Honors Seminar,Augustana Staff,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,W,,,,,
GREK 2103,A,3,Intermediate Greek III,Rocki Wentzel,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,HUM,227,,,,,,,
GSWS 4000,A,1,"Gndr, Sxulty Wmn Stdy Capstone",Spencier R. Ciaralli,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,MC,120,,,Signature,Experiential ,,,
HIST 1100,A,3,West in the World I,John K Babb,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,HUM,123,,WT,Selective,,Reading the Human Record,Analytical Reasoning,Critical Reading
HIST 1101,A,3,West in the World II,Margaret Preston,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,HUM,319,,WT,Selective,,Reading the Human Record,Analytical Reasoning,Critical Reading
HIST 1300,A,3,America's Story to 1877,Will M Wright,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,WGNR,138,,US,Selective,,Reading the Human Record,Critical Reading,Digital Literacy
HIST 1500,A,3,World History,Cornelius Conover,TR,9:25 AM,10:40 AM,08/26/2026,12/11/2026,MAIN,HUM,226,,PW,Selective,,Reading the Human Record,Digital Literacy,Informed Engagement
HIST 2440,A,3,U.S. Environmental History,John K Babb,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,MC,201,,US,Selective,,Reading the Human Record,Care for Community/World,Written Communication
HIST 2521,A,3,"Hist of Latin America, 1450-2010",Cornelius Conover,TR,12:15 PM,1:30 PM,08/26/2026,12/11/2026,MAIN,HUM,226,,PW,Selective,,Connecting Across Culture,Critical Reading,Informed Engagement
HIST 2720,A,3,Foundations of Public History,Will M Wright,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,HUM,301,,,,,,,
HLTH 1200,A,3,Nutrition,Jeffrey Messer,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,FSC,113B,,WB,Foundational,,Well-Being,,
HLTH 1200,B,3,Nutrition,Augustana Staff,TR,1:40 PM,2:55 PM,08/26/2026,12/11/2026,MAIN,FSC,113A,,WB,Foundational,,Well-Being,,
HLTH 1200,C,3,Nutrition,Anna Rose Heronimus,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,WB,Foundational,,Well-Being,,
HLTH 1200,D,3,Nutrition,Tyler Maxwell,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,WB,Foundational,,Well-Being,,
HLTH 1200,E,3,Nutrition,Tyler Maxwell,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,WB,Foundational,,Well-Being,,
HLTH 1220,A,2,Personal Health,Kristine M. Zortman,MW,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,MIDCO,178,,WB,Foundational,,Well-Being,,
JOUR 1110,A,3,News Reporting and Writing,Janet Blank-Libra,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,HUM,301,,W,,,,,
JOUR 1941,A,1,Journalism Mirror Participation,Jeffrey S Miller,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,,,,,,
JOUR 1942,A,1,Journalism Edda Participation,Janet Blank-Libra,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,,,,,,
JOUR 2220,A,3,Editorial Skills,Jeffrey S Miller,TR,2:00 PM,3:15 PM,08/26/2026,12/11/2026,MAIN,CVA,181,,,,,,,
JOUR 2230,A,3,Photojournalism,Janet Blank-Libra,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,CVA,181,,,,,,,
JOUR 3110,A,3,Advanced Journalism,Dennis G. Gale,TR,9:25 AM,10:40 AM,08/26/2026,12/11/2026,MAIN,HUM,102,,W,Signature,Upper-Level Writing,,,
